device_type,device_id,timestamp,value
EKG Monitor,ecg_075,26-05-27 11:53:12,6.99
EKG Monitor,ecg_076,26-05-27 11:53:12,8.64
EKG Monitor,ecg_077,26-05-27 11:53:12,83.6
EKG Monitor,ecg_078,26-05-27 11:53:12,63.61
EKG Monitor,ecg_079,26-05-27 11:53:12,41.94
EKG Monitor,ecg_080,26-05-27 11:53:12,88.65
EKG Monitor,ecg_081,26-05-27 11:53:12,117.57
EKG Monitor,ecg_082,26-05-27 11:53:12,39.35
EKG Monitor,ecg_083,26-05-27 11:53:12,20.26
EKG Monitor,ecg_084,26-05-27 11:53:12,18.69
EKG Monitor,ecg_085,26-05-27 11:53:12,60.1
EKG Monitor,ecg_086,26-05-27 11:53:12,108.61
EKG Monitor,ecg_087,26-05-27 11:53:12,99.91
EKG Monitor,ecg_088,26-05-27 11:53:12,31.87
EKG Monitor,ecg_089,26-05-27 11:53:12,5.69
EKG Monitor,ecg_090,26-05-27 11:53:12,38.12
EKG Monitor,ecg_091,26-05-27 11:53:12,95.2
EKG Monitor,ecg_092,26-05-27 11:53:12,104.23
EKG Monitor,ecg_093,26-05-27 11:53:12,139.67
EKG Monitor,ecg_094,26-05-27 11:53:12,95.32
EKG Monitor,ecg_095,26-05-27 11:53:12,102.34
EKG Monitor,ecg_096,26-05-27 11:53:12,51.31
EKG Monitor,ecg_097,26-05-27 11:53:12,50.27
EKG Monitor,ecg_098,26-05-27 11:53:12,47.31
EKG Monitor,ecg_099,26-05-27 11:53:12,148.41
EKG Monitor,ecg_100,26-05-27 11:53:12,105.74
EKG Monitor,ecg_101,26-05-27 11:53:12,48.23
EKG Monitor,ecg_102,26-05-27 11:53:12,128.96
EKG Monitor,ecg_103,26-05-27 11:53:12,125.89
EKG Monitor,ecg_104,26-05-27 11:53:12,29.51
EKG Monitor,ecg_105,26-05-27 11:53:12,79.67
EKG Monitor,ecg_106,26-05-27 11:53:12,93.54
EKG Monitor,ecg_107,26-05-27 11:53:12,56.67
EKG Monitor,ecg_108,26-05-27 11:53:12,28.37
EKG Monitor,ecg_109,26-05-27 11:53:12,21.76
EKG Monitor,ecg_110,26-05-27 11:53:12,81.14
EKG Monitor,ecg_111,26-05-27 11:53:12,130.83
EKG Monitor,ecg_112,26-05-27 11:53:12,131.77
EKG Monitor,ecg_113,26-05-27 11:53:12,70.85
EKG Monitor,ecg_114,26-05-27 11:53:12,3.66
EKG Monitor,ecg_115,26-05-27 11:53:12,102.73
EKG Monitor,ecg_116,26-05-27 11:53:12,49.61
EKG Monitor,ecg_117,26-05-27 11:53:12,72.94
EKG Monitor,ecg_118,26-05-27 11:53:12,71.3
EKG Monitor,ecg_119,26-05-27 11:53:12,19.76
EKG Monitor,ecg_120,26-05-27 11:53:12,112.46
EKG Monitor,ecg_121,26-05-27 11:53:12,95.66
EKG Monitor,ecg_122,26-05-27 11:53:12,61.24
EKG Monitor,ecg_123,26-05-27 11:53:12,0.33
EKG Monitor,ecg_124,26-05-27 11:53:12,143.91
EKG Monitor,ecg_125,26-05-27 11:53:12,85.63
EKG Monitor,ecg_126,26-05-27 11:53:12,28.51
EKG Monitor,ecg_127,26-05-27 11:53:12,120.9
EKG Monitor,ecg_128,26-05-27 11:53:12,120.2
EKG Monitor,ecg_129,26-05-27 11:53:12,95.73
EKG Monitor,ecg_130,26-05-27 11:53:12,121.44
EKG Monitor,ecg_131,26-05-27 11:53:12,10.19
EKG Monitor,ecg_132,26-05-27 11:53:12,102.51
EKG Monitor,ecg_133,26-05-27 11:53:12,80.68
EKG Monitor,ecg_134,26-05-27 11:53:12,132.17
EKG Monitor,ecg_135,26-05-27 11:53:12,76.44
EKG Monitor,ecg_136,26-05-27 11:53:12,113.07
EKG Monitor,ecg_137,26-05-27 11:53:12,76.02
EKG Monitor,ecg_138,26-05-27 11:53:12,89.87
EKG Monitor,ecg_139,26-05-27 11:53:12,114.56
EKG Monitor,ecg_140,26-05-27 11:53:12,50.75
EKG Monitor,ecg_141,26-05-27 11:53:12,68.85
EKG Monitor,ecg_142,26-05-27 11:53:12,82.46
EKG Monitor,ecg_143,26-05-27 11:53:12,91.0
EKG Monitor,ecg_144,26-05-27 11:53:12,104.37
EKG Monitor,ecg_145,26-05-27 11:53:12,21.7
EKG Monitor,ecg_146,26-05-27 11:53:12,86.01
EKG Monitor,ecg_147,26-05-27 11:53:12,1.75
EKG Monitor,ecg_148,26-05-27 11:53:12,94.65
EKG Monitor,ecg_149,26-05-27 11:53:12,55.39
EKG Monitor,ecg_150,26-05-27 11:53:12,76.9
EKG Monitor,ecg_151,26-05-27 11:53:12,112.11
EKG Monitor,ecg_152,26-05-27 11:53:12,51.28
EKG Monitor,ecg_153,26-05-27 11:53:12,34.32
EKG Monitor,ecg_154,26-05-27 11:53:12,12.06
EKG Monitor,ecg_155,26-05-27 11:53:12,15.64
EKG Monitor,ecg_156,26-05-27 11:53:12,48.26
EKG Monitor,ecg_157,26-05-27 11:53:12,124.52
EKG Monitor,ecg_158,26-05-27 11:53:12,92.49
EKG Monitor,ecg_159,26-05-27 11:53:12,45.32
EKG Monitor,ecg_160,26-05-27 11:53:12,135.96
EKG Monitor,ecg_161,26-05-27 11:53:12,104.4
EKG Monitor,ecg_162,26-05-27 11:53:12,114.57
EKG Monitor,ecg_163,26-05-27 11:53:12,137.77
EKG Monitor,ecg_164,26-05-27 11:53:12,76.53
EKG Monitor,ecg_165,26-05-27 11:53:12,137.04
EKG Monitor,ecg_166,26-05-27 11:53:12,6.81
EKG Monitor,ecg_167,26-05-27 11:53:12,47.47
EKG Monitor,ecg_168,26-05-27 11:53:12,148.41
EKG Monitor,ecg_169,26-05-27 11:53:12,138.98
EKG Monitor,ecg_170,26-05-27 11:53:12,79.68
EKG Monitor,ecg_171,26-05-27 11:53:12,29.08
EKG Monitor,ecg_172,26-05-27 11:53:12,59.36
EKG Monitor,ecg_173,26-05-27 11:53:12,133.44
EKG Monitor,ecg_174,26-05-27 11:53:12,24.55
EKG Monitor,ecg_175,26-05-27 11:53:12,43.02
EKG Monitor,ecg_176,26-05-27 11:53:12,70.99
EKG Monitor,ecg_177,26-05-27 11:53:12,18.39
EKG Monitor,ecg_178,26-05-27 11:53:12,37.48
EKG Monitor,ecg_179,26-05-27 11:53:12,2.46
EKG Monitor,ecg_180,26-05-27 11:53:12,48.29
EKG Monitor,ecg_181,26-05-27 11:53:12,147.29
EKG Monitor,ecg_182,26-05-27 11:53:12,141.48
EKG Monitor,ecg_183,26-05-27 11:53:12,123.09
EKG Monitor,ecg_184,26-05-27 11:53:12,80.42
EKG Monitor,ecg_185,26-05-27 11:53:12,30.14
EKG Monitor,ecg_186,26-05-27 11:53:12,62.46
EKG Monitor,ecg_187,26-05-27 11:53:12,96.02
EKG Monitor,ecg_188,26-05-27 11:53:12,31.29
EKG Monitor,ecg_189,26-05-27 11:53:12,11.2
EKG Monitor,ecg_190,26-05-27 11:53:12,118.89
EKG Monitor,ecg_191,26-05-27 11:53:12,30.83
EKG Monitor,ecg_192,26-05-27 11:53:12,59.05
EKG Monitor,ecg_193,26-05-27 11:53:12,121.04
EKG Monitor,ecg_194,26-05-27 11:53:12,37.97
EKG Monitor,ecg_195,26-05-27 11:53:12,32.67
EKG Monitor,ecg_196,26-05-27 11:53:12,10.84
EKG Monitor,ecg_197,26-05-27 11:53:12,119.91
EKG Monitor,ecg_198,26-05-27 11:53:12,83.54
EKG Monitor,ecg_199,26-05-27 11:53:12,138.64
EKG Monitor,ecg_200,26-05-27 11:53:12,107.39
