device_type,device_id,timestamp,value
Pulsmåler,ppg_157,26-05-27 11:53:12,71.25
Pulsmåler,ppg_158,26-05-27 11:53:12,140.3
Pulsmåler,ppg_159,26-05-27 11:53:12,97.13
Pulsmåler,ppg_160,26-05-27 11:53:12,104.68
Pulsmåler,ppg_161,26-05-27 11:53:12,199.78
Pulsmåler,ppg_162,26-05-27 11:53:12,195.74
Pulsmåler,ppg_163,26-05-27 11:53:12,56.54
Pulsmåler,ppg_164,26-05-27 11:53:12,148.18
Pulsmåler,ppg_165,26-05-27 11:53:12,171.33
Pulsmåler,ppg_166,26-05-27 11:53:12,120.12
Pulsmåler,ppg_167,26-05-27 11:53:12,146.87
Pulsmåler,ppg_168,26-05-27 11:53:12,140.71
Pulsmåler,ppg_169,26-05-27 11:53:12,157.66
Pulsmåler,ppg_170,26-05-27 11:53:12,89.94
Pulsmåler,ppg_171,26-05-27 11:53:12,66.06
Pulsmåler,ppg_172,26-05-27 11:53:12,132.87
Pulsmåler,ppg_173,26-05-27 11:53:12,71.32
Pulsmåler,ppg_174,26-05-27 11:53:12,60.9
Pulsmåler,ppg_175,26-05-27 11:53:12,51.43
Pulsmåler,ppg_176,26-05-27 11:53:12,184.39
Pulsmåler,ppg_177,26-05-27 11:53:12,45.07
Pulsmåler,ppg_178,26-05-27 11:53:12,153.95
Pulsmåler,ppg_179,26-05-27 11:53:12,83.19
Pulsmåler,ppg_180,26-05-27 11:53:12,175.31
Pulsmåler,ppg_181,26-05-27 11:53:12,143.62
Pulsmåler,ppg_182,26-05-27 11:53:12,195.47
Pulsmåler,ppg_183,26-05-27 11:53:12,178.12
Pulsmåler,ppg_184,26-05-27 11:53:12,122.1
Pulsmåler,ppg_185,26-05-27 11:53:12,175.3
Pulsmåler,ppg_186,26-05-27 11:53:12,135.41
Pulsmåler,ppg_187,26-05-27 11:53:12,145.43
Pulsmåler,ppg_188,26-05-27 11:53:12,122.65
Pulsmåler,ppg_189,26-05-27 11:53:12,149.11
Pulsmåler,ppg_190,26-05-27 11:53:12,161.94
Pulsmåler,ppg_191,26-05-27 11:53:12,177.0
Pulsmåler,ppg_192,26-05-27 11:53:12,83.75
Pulsmåler,ppg_193,26-05-27 11:53:12,119.22
Pulsmåler,ppg_194,26-05-27 11:53:12,136.86
Pulsmåler,ppg_195,26-05-27 11:53:12,173.63
Pulsmåler,ppg_196,26-05-27 11:53:12,173.64
Pulsmåler,ppg_197,26-05-27 11:53:12,46.65
Pulsmåler,ppg_198,26-05-27 11:53:12,184.96
Pulsmåler,ppg_199,26-05-27 11:53:12,84.5
Pulsmåler,ppg_200,26-05-27 11:53:12,193.61
